"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit_bus","time_transit_train","time_waiting","n_changes","distance_total","distance_walk","distance_bus","distance_train","stop_PC6","stop_PC5","feasible"
"2553","2544X",52.04493,4.221591,52.0485769204117,4.25873629594925,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542J","2262",52.0385335010829,4.25810585554739,52.09115,4.387253,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2262","2542J",52.09115,4.387253,52.0385335010829,4.25810585554739,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2681","2542J",52.03159,4.185465,52.0385335010829,4.25810585554739,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2353",52.0454790140349,4.25995965447312,52.16652,4.53855,1,0,80.1,26.7,34.4,12,6.9,2,28.7,1.9,11.6,15.2,"2544WB","2544W",1
"2353","2544V",52.16652,4.53855,52.0454790140349,4.25995965447312,0,1,79.5,23.4,31.8,12,12.3,3,28.6,1.6,11.6,15.4,"2546AD","2546A",1
"2544V","2382",52.0454790140349,4.25995965447312,52.12776,4.522523,1,0,97.6,48,30.6,12,7,2,30,3.4,11.2,15.4,"2543SW","2543S",1
"2382","2544V",52.12776,4.522523,52.0454790140349,4.25995965447312,0,1,99.5,38.6,41.9,9,10.1,3,30.2,2.8,13.6,13.7,"2544GA","2544G",1
"2544W","2713",52.0467602067797,4.25796164603099,52.05438,4.484199,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2713","2544W",52.05438,4.484199,52.0467602067797,4.25796164603099,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544C","2553",52.0467546104116,4.25338619540227,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2544C",52.04493,4.221591,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2525","2544N",52.06238,4.303305,52.0342293799336,4.24498616242454,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2585","2543S",52.09487,4.296964,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2512",52.0403612649755,4.26585945503325,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544T","2291",52.043708831961,4.25562360610011,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2544T",52.01948,4.277017,52.043708831961,4.25562360610011,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544T","2512",52.043708831961,4.25562360610011,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544X","2671",52.0485769204117,4.25873629594925,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2671","2544X",51.99332,4.208966,52.0485769204117,4.25873629594925,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542J","2671",52.0385335010829,4.25810585554739,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2671","2542J",51.99332,4.208966,52.0385335010829,4.25810585554739,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544H","2671",52.0457978448674,4.26058713725417,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544G","2525",52.0425265562463,4.25954339365026,52.06238,4.303305,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2525","2544G",52.06238,4.303305,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","2521",52.0441502180298,4.25828520254179,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2544K",52.06328,4.318427,52.0441502180298,4.25828520254179,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2284","2544K",52.04115,4.313038,52.0441502180298,4.25828520254179,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","2681",52.0441502180298,4.25828520254179,52.03159,4.185465,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544T","2585",52.043708831961,4.25562360610011,52.09487,4.296964,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2597",52.0454790140349,4.25995965447312,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","1043",52.0441502180298,4.25828520254179,52.38991,4.823093,1,0,95.7,25.4,22.1,45,3.1,1,66.9,1.8,7.2,57.9,"2544WB","2544W",1
"1043","2544J",52.38991,4.823093,52.0450156297235,4.25830282422894,0,1,98.7,25,25,44,4.8,2,66.6,1.8,8.4,56.4,"2543BG","2543B",1
"1043","2544K",52.38991,4.823093,52.0441502180298,4.25828520254179,0,1,96.9,23.2,25,44,4.8,2,66.5,1.6,8.4,56.4,"2543BG","2543B",1
"2544T","2591",52.043708831961,4.25562360610011,52.0935,4.364334,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2591","2544T",52.0935,4.364334,52.043708831961,4.25562360610011,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544T","2548",52.043708831961,4.25562360610011,52.02944,4.290399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2548","2544T",52.02944,4.290399,52.043708831961,4.25562360610011,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544R","2512",52.0399609296029,4.25012156605765,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","2553",52.0441502180298,4.25828520254179,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544T","2583",52.043708831961,4.25562360610011,52.09254,4.256884,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2583","2544T",52.09254,4.256884,52.043708831961,4.25562360610011,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2585",52.0454790140349,4.25995965447312,52.09487,4.296964,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2585","2544V",52.09487,4.296964,52.0454790140349,4.25995965447312,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544M","2284",52.0396112782528,4.25129396965672,52.04115,4.313038,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2284","2544M",52.04115,4.313038,52.0396112782528,4.25129396965672,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544H","1043",52.0457978448674,4.26058713725417,52.38991,4.823093,1,0,97.8,27.6,22.1,45,3.1,1,67.1,2,7.2,57.9,"2544WB","2544W",1
"1043","2544H",52.38991,4.823093,52.0457978448674,4.26058713725417,0,1,97.3,24.7,23.9,44,4.8,2,66.2,1.8,8,56.4,"2544GA","2544G",1
"2284","2544H",52.04115,4.313038,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2544X",52.06093,4.266762,52.0485769204117,4.25873629594925,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","2685",52.0441502180298,4.25828520254179,52.02624,4.223557,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2685","2544K",52.02624,4.223557,52.0441502180298,4.25828520254179,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544R","2584",52.0399609296029,4.25012156605765,52.10258,4.279296,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2584","2543A",52.10258,4.279296,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2584","2544R",52.10258,4.279296,52.0399609296029,4.25012156605765,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2544V",52.01948,4.277017,52.0454790140349,4.25995965447312,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544W","2512",52.0467602067797,4.25796164603099,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2544W",52.07346,4.304762,52.0467602067797,4.25796164603099,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544W","2353",52.0467602067797,4.25796164603099,52.16652,4.53855,1,0,76.1,22.8,34.4,12,6.9,2,28.4,1.6,11.6,15.2,"2544WB","2544W",1
"2353","2544W",52.16652,4.53855,52.0467602067797,4.25796164603099,0,1,82.8,26.7,31.8,12,12.3,3,28.9,1.9,11.6,15.4,"2546AD","2546A",1
"2544K","2628",52.0441502180298,4.25828520254179,52.00169,4.375679,1,0,54.3,20.9,21,4,8.5,3,13.2,1.3,7.4,4.5,"2545JT","2545J",1
"2544J","2585",52.0450156297235,4.25830282422894,52.09487,4.296964,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2585","2544J",52.09487,4.296964,52.0450156297235,4.25830282422894,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","2284",52.0441502180298,4.25828520254179,52.04115,4.313038,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544C","2585",52.0467546104116,4.25338619540227,52.09487,4.296964,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2585","2544C",52.09487,4.296964,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544S","2382",52.0416822739541,4.25091669844794,52.12776,4.522523,1,0,97.8,37.2,44.5,9,7,2,31.2,2.7,14.8,13.7,"2544CM","2544C",1
"2382","2544S",52.12776,4.522523,52.0416822739541,4.25091669844794,0,1,95.5,36.2,44.8,9,5.5,2,31.9,2.6,15.6,13.7,"2544CX","2544C",1
"2544S","2547",52.0416822739541,4.25091669844794,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2544S",52.06093,4.266762,52.0416822739541,4.25091669844794,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2543B",52.10758,4.313337,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2665","2544G",52.02257,4.534548,52.0425265562463,4.25954339365026,0,1,82.2,17.7,37.6,14,12.9,3,26.5,1.2,14,11.3,"2546AD","2546A",1
"2544C","3011",52.0467546104116,4.25338619540227,51.91868,4.487522,1,0,63.5,19.9,16,23,4.7,2,27.2,1.4,5.2,20.5,"2545JT","2545J",1
"3011","2544C",51.91868,4.487522,52.0467546104116,4.25338619540227,0,1,74.8,20.6,14.6,25,14.6,2,29,1.4,5.3,22.3,"2532CP","2532C",1
"2597","2544V",52.10758,4.313337,52.0454790140349,4.25995965447312,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544H","2516",52.0457978448674,4.26058713725417,52.06783,4.338401,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2516","2544H",52.06783,4.338401,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544H","2291",52.0457978448674,4.26058713725417,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2544H",52.01948,4.277017,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2583",52.0454790140349,4.25995965447312,52.09254,4.256884,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2583","2544V",52.09254,4.256884,52.0454790140349,4.25995965447312,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544G","2651",52.0425265562463,4.25954339365026,52.00237,4.470929,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544G","2353",52.0425265562463,4.25954339365026,52.16652,4.53855,1,0,80.2,31.8,29.6,12,6.8,2,27.5,2.1,9.9,15.4,"2543SW","2543S",1
"2353","2544G",52.16652,4.53855,52.0425265562463,4.25954339365026,0,1,77.3,20.1,32.9,12,12.3,3,28.8,1.4,12,15.4,"2546AD","2546A",1
"2544G","2284",52.0425265562463,4.25954339365026,52.04115,4.313038,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2284","2544G",52.04115,4.313038,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2525","2543A",52.06238,4.303305,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2512",52.0454790140349,4.25995965447312,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2544V",52.07346,4.304762,52.0454790140349,4.25995965447312,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2584","2544G",52.10258,4.279296,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544G","2548",52.0425265562463,4.25954339365026,52.02944,4.290399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544R","2353",52.0399609296029,4.25012156605765,52.16652,4.53855,1,0,79.7,24.9,35.9,12,6.9,2,29.1,1.7,12.2,15.2,"2544CM","2544C",1
"2353","2544R",52.16652,4.53855,52.0399609296029,4.25012156605765,0,1,76.8,30.4,28.1,12,6.3,2,28.3,2.1,10.8,15.4,"2543GB","2543G",1
"2544M","2555",52.0396112782528,4.25129396965672,52.061,4.225491,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2555","2544M",52.061,4.225491,52.0396112782528,4.25129396965672,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544M","3011",52.0396112782528,4.25129396965672,51.91868,4.487522,1,0,59.2,12.9,18.6,23,4.7,2,27.5,0.9,6.1,20.5,"2545JT","2545J",1
"3011","2544M",51.91868,4.487522,52.0396112782528,4.25129396965672,0,1,71.1,24,16.2,26,4.8,1,32.3,1.6,6.4,24.4,"2543GB","2543G",1
"2544H","2564",52.0457978448674,4.26058713725417,52.06811,4.258003,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2564","2544H",52.06811,4.258003,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","2291",52.0441502180298,4.25828520254179,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2544K",52.01948,4.277017,52.0441502180298,4.25828520254179,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544K","3011",52.0441502180298,4.25828520254179,51.91868,4.487522,1,0,56.5,12.8,16,23,4.7,2,26.6,0.9,5.2,20.5,"2545JT","2545J",1
"3011","2544K",51.91868,4.487522,52.0441502180298,4.25828520254179,0,1,68.8,14.6,14.6,25,14.6,2,28.6,1,5.3,22.3,"2532CP","2532C",1
"2544K","3061",52.0441502180298,4.25828520254179,51.92704,4.504965,1,0,68.8,16.6,18.8,23,10.4,3,28.2,0.9,6.7,20.5,"2545JT","2545J",1
"3061","2544K",51.92704,4.504965,52.0441502180298,4.25828520254179,0,1,78.3,18.4,17.4,25,17.5,3,30.2,1,6.9,22.3,"2532CP","2532C",1
"3061","2543S",51.92704,4.504965,52.0403612649755,4.26585945503325,0,1,73,29.2,12.5,26,5.4,2,29.2,1.8,5.1,22.3,"2532CP","2532C",1
"2544T","2651",52.043708831961,4.25562360610011,52.00237,4.470929,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2651","2544T",52.00237,4.470929,52.043708831961,4.25562360610011,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544J","2914",52.0450156297235,4.25830282422894,51.97679,4.621772,1,0,95.5,33.2,23.4,25,13.8,2,46.6,2.4,7.2,37,"2544WB","2544W",1
"2914","2544J",51.97679,4.621772,52.0450156297235,4.25830282422894,0,1,103.3,35,20.9,35,12.3,3,47.3,2.4,7.6,37.4,"2546AD","2546A",1
"2353","2543A",52.16652,4.53855,52.0434639733693,4.26411809103701,0,1,78.4,37.4,22.8,12,6.3,2,27,2.7,8.9,15.4,"2545NW","2545N",1
"2543A","2353",52.0434639733693,4.26411809103701,52.16652,4.53855,1,0,77.3,29,29.6,12,6.8,2,27.3,1.9,9.9,15.4,"2543SW","2543S",1
"2512","2543B",52.07346,4.304762,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2544T",52.07346,4.304762,52.043708831961,4.25562360610011,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544G","2564",52.0425265562463,4.25954339365026,52.06811,4.258003,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2564","2544G",52.06811,4.258003,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2584",52.0454790140349,4.25995965447312,52.10258,4.279296,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2584","2544V",52.10258,4.279296,52.0454790140349,4.25995965447312,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544T","2665",52.043708831961,4.25562360610011,52.02257,4.534548,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2665","2544T",52.02257,4.534548,52.043708831961,4.25562360610011,0,1,85.9,21.4,37.6,14,12.9,3,26.7,1.5,14,11.3,"2546AD","2546A",1
"2665","2542E",52.02257,4.534548,52.0358716120214,4.26738012702625,0,1,89.6,33.2,31.1,18,7.3,2,27.8,2.3,11.4,14.1,"2543GB","2543G",1
"2584","2544C",52.10258,4.279296,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544C","2914",52.0467546104116,4.25338619540227,51.97679,4.621772,1,0,94,32,23,25,14,2,46.5,2.3,7.2,37,"2544WB","2544W",1
"2914","2544C",51.97679,4.621772,52.0467546104116,4.25338619540227,0,1,114.7,53.5,16.9,26,18.3,2,46.5,3.9,5.6,37,"2543BG","2543B",1
"2544C","2573",52.0467546104116,4.25338619540227,52.06537,4.284134,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2573","2544C",52.06537,4.284134,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544J","2525",52.0450156297235,4.25830282422894,52.06238,4.303305,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2525","2544J",52.06238,4.303305,52.0450156297235,4.25830282422894,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2291",52.0454790140349,4.25995965447312,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544T","1043",52.043708831961,4.25562360610011,52.38991,4.823093,1,0,94.8,24.6,22.1,45,3.1,1,66.9,1.7,7.2,57.9,"2544WB","2544W",1
"1043","2544T",52.38991,4.823093,52.043708831961,4.25562360610011,0,1,98.8,25.1,25,44,4.8,2,66.6,1.8,8.4,56.4,"2543BG","2543B",1
"2544H","2584",52.0457978448674,4.26058713725417,52.10258,4.279296,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2584","2544H",52.10258,4.279296,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"1043","2543S",52.38991,4.823093,52.0403612649755,4.26585945503325,0,1,101.6,32.9,16.1,47,5.6,1,66.8,2.4,6.4,58.1,"2543GB","2543G",1
"2544J","2564",52.0450156297235,4.25830282422894,52.06811,4.258003,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2681","2544K",52.03159,4.185465,52.0441502180298,4.25828520254179,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"1043","2544V",52.38991,4.823093,52.0454790140349,4.25995965447312,0,1,97.3,24.8,23.9,44,4.8,2,66.2,1.8,8,56.4,"2544GA","2544G",1
"2628","2545H",52.00169,4.375679,52.0436878110164,4.28273156391466,0,1,49.8,21.8,12.4,8,7.5,2,12.1,1.3,4.5,6.3,"2532CP","2532C",1
"2544W","2652",52.0467602067797,4.25796164603099,51.99096,4.460542,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2652","2544W",51.99096,4.460542,52.0467602067797,4.25796164603099,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544J","2353",52.0450156297235,4.25830282422894,52.16652,4.53855,1,0,77.6,24.2,34.4,12,6.9,2,28.5,1.7,11.6,15.2,"2544WB","2544W",1
"2353","2544J",52.16652,4.53855,52.0450156297235,4.25830282422894,0,1,80.9,23.7,32.9,12,12.3,3,29,1.6,12,15.4,"2546AD","2546A",1
"2544X","2512",52.0485769204117,4.25873629594925,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2544X",52.07346,4.304762,52.0485769204117,4.25873629594925,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544X","2628",52.0485769204117,4.25873629594925,52.00169,4.375679,1,0,59.6,26.9,20.2,4,8.5,3,13.4,1.7,7.2,4.5,"2545JT","2545J",1
"2628","2544X",52.00169,4.375679,52.0485769204117,4.25873629594925,0,1,71.9,28.7,23.9,7,12.4,3,18,1.7,7.9,8.4,"2544GA","2544G",1
"2544M","2685",52.0396112782528,4.25129396965672,52.02624,4.223557,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2685","2544M",52.02624,4.223557,52.0396112782528,4.25129396965672,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544W","2514",52.0467602067797,4.25796164603099,52.08523,4.308987,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2514","2544W",52.08523,4.308987,52.0467602067797,4.25796164603099,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544C","2651",52.0467546104116,4.25338619540227,52.00237,4.470929,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2651","2544C",52.00237,4.470929,52.0467546104116,4.25338619540227,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544R","1043",52.0399609296029,4.25012156605765,52.38991,4.823093,1,0,97.3,25.6,23.6,45,3.1,1,67.5,1.8,7.8,57.9,"2544CM","2544C",1
"1043","2544R",52.38991,4.823093,52.0399609296029,4.25012156605765,0,1,98.7,25.2,26.8,44,2.7,1,68.1,1.7,10,56.4,"2544CX","2544C",1
"2713","2543B",52.05438,4.484199,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544V","2555",52.0454790140349,4.25995965447312,52.061,4.225491,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2555","2544V",52.061,4.225491,52.0454790140349,4.25995965447312,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2555","2543S",52.061,4.225491,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544N","2593",52.0342293799336,4.24498616242454,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2593","2544H",52.08531,4.342739,52.0457978448674,4.26058713725417,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544H","2593",52.0457978448674,4.26058713725417,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544J","2583",52.0450156297235,4.25830282422894,52.09254,4.256884,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544S","2651",52.0416822739541,4.25091669844794,52.00237,4.470929,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2651","2544S",52.00237,4.470929,52.0416822739541,4.25091669844794,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2651","2532C",52.00237,4.470929,52.0527610273069,4.30393289541152,0,1,75.5,24.1,32.4,7,12,1,20.4,1.6,12.6,6.3,"2532CP","2532C",1
"2544X","2564",52.0485769204117,4.25873629594925,52.06811,4.258003,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2564","2544X",52.06811,4.258003,52.0485769204117,4.25873629594925,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544H","1012",52.0457978448674,4.26058713725417,52.37454,4.896023,1,0,97.4,20.4,23.4,51,2.6,1,71.2,1.4,7.2,62.5,"2544WB","2544W",1
"1012","2544H",52.37454,4.896023,52.0457978448674,4.26058713725417,0,1,102.6,20.2,22.9,51,8.4,2,70.8,1.4,7,62.5,"2544GA","2544G",1
"2564","2544J",52.06811,4.258003,52.0450156297235,4.25830282422894,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"1012","2544M",52.37454,4.896023,52.0396112782528,4.25129396965672,0,1,98.5,20,26.8,40,11.7,2,69.2,1.4,10,57.8,"2544CX","2544C",1
"2525","2532C",52.06238,4.303305,52.0527610273069,4.30393289541152,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2544S","2713",52.0416822739541,4.25091669844794,52.05438,4.484199,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
